match_id,innings_number,over_number,bowler,runs_conceded,wickets,is_maiden
1075999,1,15,9d430b40,8,0,False
1075999,1,16,1bf9a8ef,5,0,False
1075999,1,17,64d43928,9,0,False
1075999,1,18,1bf9a8ef,17,0,False
1075999,1,19,64d43928,9,1,False
1075999,2,0,a8e3170f,6,0,False
1075999,2,1,68ddabdb,9,0,False
1075999,2,2,a8e3170f,5,0,False
1075999,2,3,68ddabdb,3,0,False
1075999,2,4,a8e3170f,4,1,False
1075999,2,5,1c790f4f,2,1,False
1075999,2,6,9de62878,6,1,False
1075999,2,7,4329fbb5,7,0,False
1075999,2,8,9de62878,6,0,False
1075999,2,9,4329fbb5,6,1,False
1075999,2,10,c6a1b1bb,15,0,False
1075999,2,11,4329fbb5,12,0,False
1075999,2,12,9de62878,4,0,False
1075999,2,13,1c790f4f,10,0,False
1075999,2,14,a8e3170f,7,0,False
1075999,2,15,1c790f4f,8,0,False
1075999,2,16,9de62878,12,1,False
1075999,2,17,68ddabdb,8,0,False
1075999,2,18,1c790f4f,6,2,False
1075999,2,19,68ddabdb,6,1,False
1076000,1,0,cb1a782a,4,0,False
1076000,1,1,245c97cb,10,0,False
1076000,1,2,cb1a782a,11,0,False
1076000,1,3,eb2d5fe7,10,0,False
1076000,1,4,3086f7a4,11,0,False
1076000,1,5,245c97cb,4,0,False
1076000,1,6,486065b3,6,0,False
1076000,1,7,bf1d7d3e,7,1,False
1076000,1,8,486065b3,2,0,False
1076000,1,9,bf1d7d3e,4,0,False
1076000,1,10,486065b3,8,0,False
1076000,1,11,bf1d7d3e,4,1,False
1076000,1,12,245c97cb,7,0,False
1076000,1,13,bf1d7d3e,6,1,False
1076000,1,14,eb2d5fe7,4,0,False
1076000,1,15,cb1a782a,12,0,False
1076000,1,16,eb2d5fe7,8,0,False
1076000,1,17,245c97cb,7,0,False
1076000,1,18,eb2d5fe7,8,2,False
1076000,1,19,cb1a782a,21,1,False
1076000,2,0,9cb8d7a6,6,0,False
1076000,2,1,e174dadd,0,0,True
1076000,2,2,f0e722e0,6,0,False
1076000,2,3,5af743d0,10,0,False
1076000,2,4,f0e722e0,11,0,False
1076000,2,5,e174dadd,10,0,False
1076000,2,6,9cb8d7a6,4,0,False
1076000,2,7,6dd8b88c,22,0,False
1076000,2,8,9cb8d7a6,8,0,False
1076000,2,9,f0e722e0,11,0,False
1076000,2,10,6dd8b88c,6,0,False
1076000,2,11,f0e722e0,5,0,False
1076000,2,12,5af743d0,6,2,False
1076000,2,13,e174dadd,7,0,False
1076000,2,14,5af743d0,12,0,False
1076000,2,15,6dd8b88c,5,0,False
1076000,2,16,64c34cd0,5,0,False
1076000,2,17,6dd8b88c,6,1,False
1076000,2,18,e174dadd,10,0,False
1076001,1,0,64d43928,5,0,False
1076001,1,1,907d6e58,5,1,False
1076001,1,2,64d43928,7,0,False
1076001,1,3,907d6e58,8,0,False
1076001,1,4,9d430b40,13,0,False
1076001,1,5,667f678b,10,0,False
1076001,1,6,9d430b40,6,0,False
1076001,1,7,f2800ef3,3,1,False
1076001,1,8,c03449e0,7,0,False
1076001,1,9,f2800ef3,10,0,False
1076001,1,10,c03449e0,13,0,False
1076001,1,11,f2800ef3,3,1,False
1076001,1,12,9d430b40,4,0,False
1076001,1,13,f2800ef3,3,0,False
1076001,1,14,907d6e58,10,0,False
1076001,1,15,667f678b,13,0,False
1076001,1,16,9d430b40,5,1,False
1076001,1,17,64d43928,11,0,False
1076001,1,18,907d6e58,5,0,False
1076001,1,19,64d43928,16,1,False
1076001,2,0,2911de16,11,0,False
1076001,2,1,574665e2,22,0,False
1076001,2,2,2911de16,5,1,False
1076001,2,3,9ab63e7b,1,1,False
1076001,2,4,7dc35884,0,2,True
1076001,2,5,9ab63e7b,6,1,False
1076001,2,6,7dc35884,14,0,False
1076001,2,7,9ab63e7b,18,0,False
1076001,2,8,b3118300,4,0,False
1076001,2,9,0dc00542,1,0,False
1076001,2,10,b3118300,6,1,False
1076001,2,11,0dc00542,4,0,False
1076001,2,12,c03c6200,2,1,False
1076001,2,13,0dc00542,9,0,False
1076001,2,14,c03c6200,9,0,False
1076001,2,15,2911de16,6,0,False
1076001,2,16,b3118300,2,0,False
1076001,2,17,2911de16,10,0,False
1076001,2,18,b3118300,12,0,False
1076001,2,19,0dc00542,7,1,False
1076002,1,0,3a0f6df2,4,1,False
1076002,1,1,bf1d7d3e,6,0,False
1076002,1,2,3a0f6df2,4,0,False
1076002,1,3,3086f7a4,9,0,False
