match_id,innings_number,player_hash,batting_position
1128844,2,7ca5e05d,5
1128844,2,0dc00542,6
1128844,2,2f26ac1a,7
1128844,2,6dd8b88c,8
1128844,2,1bf9a8ef,9
1128845,1,d1c36f5c,1
1128845,1,4329fbb5,2
1128845,1,3029e282,3
1128845,1,39f01cdb,4
1128845,1,2254ab79,5
1128845,1,cad00a4d,6
1128845,1,eb2d5fe7,7
1128845,1,3086f7a4,8
1128845,1,486065b3,9
1128845,2,2e8994e7,1
1128845,2,0fa5042b,2
1128845,2,92aeac25,3
1128845,2,9de62878,4
1128845,2,bb4b445b,5
1128845,2,0a4736eb,6
1128846,1,1777c020,1
1128846,1,ed90abe4,2
1128846,1,b8a55852,3
1128846,1,89c16049,4
1128846,1,ebd1ab1f,5
1128846,1,1ff2f550,6
1128846,2,ff077124,1
1128846,2,90f47cf2,2
1128846,2,35205dfc,3
1128846,2,9ab63e7b,4
1128846,2,3fbb43a9,5
1128847,1,2e8994e7,1
1128847,1,92aeac25,2
1128847,1,bbff906c,3
1128847,1,7eae4418,4
1128847,1,bb4b445b,5
1128847,1,0a4736eb,6
1128847,1,9de62878,7
1128847,1,bd4ea627,8
1128847,1,c6a1b1bb,9
1128847,1,9fd3a210,10
1128847,1,ccdd8308,11
1128847,2,82c78845,1
1128847,2,bdadf7da,2
1128847,2,8a75e999,3
1128847,2,d2a6c0e6,4
1128847,2,c995d726,5
1128848,1,82c78845,1
1128848,1,bdadf7da,2
1128848,1,8a75e999,3
1128848,1,d2a6c0e6,4
1128848,1,c995d726,5
1128848,1,0dc00542,6
1128848,2,0fa5042b,1
1128848,2,1aba45cd,2
1128848,2,92aeac25,3
1128848,2,18fac429,4
1128849,1,3b041a12,1
1128849,1,ff077124,2
1128849,1,1bae756b,3
1128849,1,9ab63e7b,4
1128849,1,4a461c24,5
1128849,1,3fbb43a9,6
1128849,1,f69f1d8a,7
1128849,1,c03c6200,8
1128849,1,b3118300,9
1128849,1,2911de16,10
1128849,1,3be224b0,11
1128849,2,50250426,1
1128849,2,f836b33d,2
1128849,2,3086f7a4,3
1128849,2,2254ab79,4
1128849,2,cad00a4d,5
1128849,2,bf1d7d3e,6
1128849,2,0f12f9df,7
1128849,2,eb2d5fe7,8
1128849,2,486065b3,9
1128849,2,cb1a782a,10
1128850,1,ff077124,1
1128850,1,1bae756b,2
1128850,1,4a461c24,3
1128850,1,9ab63e7b,4
1128850,1,c03c6200,5
1128850,1,3fbb43a9,6
1128850,1,b3118300,7
1128850,1,ffe699c0,8
1128850,1,2911de16,9
1128850,2,456f6d99,1
1128850,2,bdadf7da,2
1128850,2,8a75e999,3
1128850,2,c995d726,4
1128851,1,ff077124,1
1128851,1,1bae756b,2
1128851,1,9ab63e7b,3
1128851,1,ffe699c0,4
1128851,1,4a461c24,5
1128851,1,3fbb43a9,6
1128851,1,c03c6200,7
1128851,1,f69f1d8a,8
1128851,1,2911de16,9
1128851,1,b3118300,10
1128851,1,3be224b0,11
1128851,2,0fa5042b,1
1128851,2,1aba45cd,2
1128851,2,bbff906c,3
1128851,2,2e8994e7,4
1128851,2,18fac429,5
1128851,2,9de62878,6
1128851,2,bb4b445b,7
1128851,2,0a4736eb,8
1128851,2,bd4ea627,9
1168820,1,1777c020,1
1168820,1,1ff2f550,2
1168820,1,c4487b84,3
1168820,1,ed90abe4,4
1168820,1,53597be1,5
1168820,1,e342e5fb,6
1168820,1,9ab63e7b,7
1168820,1,f2800ef3,8
1168820,1,45a7e761,9
1168820,2,0fa5042b,1
1168820,2,3031bf83,2
1168820,2,afa78c3a,3
1168820,2,3d284ca3,4
1168820,2,bb4b445b,5
1168820,2,0a4736eb,6
1168820,2,bd4ea627,7
1168821,1,50c6bc2b,1
1168821,1,8a75e999,2
